system:index,.geo
1420,"{""type"":""Point"",""coordinates"":[-115.48590517314702,47.22113401617118]}"
1421,"{""type"":""Point"",""coordinates"":[-111.33967565835461,36.999908809647465]}"
1422,"{""type"":""Point"",""coordinates"":[-106.64780215714248,41.61392614454341]}"
1423,"{""type"":""Point"",""coordinates"":[-111.17257522695819,42.990050435319986]}"
1424,"{""type"":""Point"",""coordinates"":[-106.68041977620656,43.04306484653669]}"
1425,"{""type"":""Point"",""coordinates"":[-110.8749705572417,38.283862202512275]}"
1426,"{""type"":""Point"",""coordinates"":[-115.08850742494927,47.09936572523022]}"
1427,"{""type"":""Point"",""coordinates"":[-107.56832501591593,37.94486616025215]}"
1428,"{""type"":""Point"",""coordinates"":[-104.65584850032309,44.772545569066885]}"
1429,"{""type"":""Point"",""coordinates"":[-109.02399388484244,37.41379237470709]}"
1430,"{""type"":""Point"",""coordinates"":[-107.69016322275041,42.17719488435108]}"
1431,"{""type"":""Point"",""coordinates"":[-113.66431053652117,44.12605944140993]}"
1432,"{""type"":""Point"",""coordinates"":[-115.07660245065958,48.03990356173381]}"
1433,"{""type"":""Point"",""coordinates"":[-109.30756561494044,41.32107803863478]}"
1434,"{""type"":""Point"",""coordinates"":[-117.97557746924548,48.290013229539056]}"
1435,"{""type"":""Point"",""coordinates"":[-108.41952513994457,36.97495148224112]}"
1436,"{""type"":""Point"",""coordinates"":[-116.41470648318342,46.9006514387914]}"
1437,"{""type"":""Point"",""coordinates"":[-110.59117816744926,38.98170901226352]}"
1438,"{""type"":""Point"",""coordinates"":[-108.23537366793454,37.848137934271186]}"
1439,"{""type"":""Point"",""coordinates"":[-109.22750212683056,43.85051338487637]}"
1440,"{""type"":""Point"",""coordinates"":[-108.52567071984765,42.880217563955185]}"
1441,"{""type"":""Point"",""coordinates"":[-105.61065213749997,37.89392106460114]}"
1442,"{""type"":""Point"",""coordinates"":[-115.00267384008126,47.370106253485645]}"
1443,"{""type"":""Point"",""coordinates"":[-105.50931908451858,40.765135622150474]}"
1444,"{""type"":""Point"",""coordinates"":[-108.18088481956387,37.90605039831868]}"
1445,"{""type"":""Point"",""coordinates"":[-105.39740446930858,36.64502706532395]}"
1446,"{""type"":""Point"",""coordinates"":[-108.46510525646363,42.87113412674097]}"
1447,"{""type"":""Point"",""coordinates"":[-108.62626573462535,40.18653623196556]}"
1448,"{""type"":""Point"",""coordinates"":[-114.8348577469827,46.74816830057259]}"
1449,"{""type"":""Point"",""coordinates"":[-106.57315966939939,39.1116758281521]}"
1450,"{""type"":""Point"",""coordinates"":[-111.09490312956473,38.437908872558424]}"
1451,"{""type"":""Point"",""coordinates"":[-110.14699667053674,43.24657128125885]}"
1452,"{""type"":""Point"",""coordinates"":[-106.19482789425227,40.70870169143226]}"
1453,"{""type"":""Point"",""coordinates"":[-107.08047954392775,42.449844704082274]}"
1454,"{""type"":""Point"",""coordinates"":[-107.06240033602802,40.558097288434574]}"
1455,"{""type"":""Point"",""coordinates"":[-113.55005135867212,44.41910465412447]}"
1456,"{""type"":""Point"",""coordinates"":[-107.30260848076938,40.25542050801422]}"
1457,"{""type"":""Point"",""coordinates"":[-113.96079575068502,46.62071751746261]}"
1458,"{""type"":""Point"",""coordinates"":[-108.88326008651286,37.836510478397294]}"
1459,"{""type"":""Point"",""coordinates"":[-111.55755271901093,37.71707081814367]}"
1460,"{""type"":""Point"",""coordinates"":[-105.77743149266989,39.14983443480527]}"
1461,"{""type"":""Point"",""coordinates"":[-113.9857198818645,47.85148314245277]}"
1462,"{""type"":""Point"",""coordinates"":[-106.60813216686074,35.64946869355448]}"
1463,"{""type"":""Point"",""coordinates"":[-106.67068992717616,43.02692977485572]}"
1464,"{""type"":""Point"",""coordinates"":[-114.44294794167917,46.899859468262854]}"
1465,"{""type"":""Point"",""coordinates"":[-105.33480932279849,40.16881049633006]}"
1466,"{""type"":""Point"",""coordinates"":[-108.12489285847184,43.05138256580929]}"
1467,"{""type"":""Point"",""coordinates"":[-107.20153320054477,38.59784686671368]}"
1468,"{""type"":""Point"",""coordinates"":[-111.0695169957274,36.95924473234824]}"
1469,"{""type"":""Point"",""coordinates"":[-103.99432135122242,44.06299597056383]}"
1470,"{""type"":""Point"",""coordinates"":[-113.8450810846574,46.513331233968515]}"
1471,"{""type"":""Point"",""coordinates"":[-116.39597214306337,47.91885694471677]}"
1472,"{""type"":""Point"",""coordinates"":[-111.30749833032962,37.344319765561636]}"
1473,"{""type"":""Point"",""coordinates"":[-116.9317931293903,48.52770246676327]}"
1474,"{""type"":""Point"",""coordinates"":[-105.51626505521908,40.77430297679569]}"
1475,"{""type"":""Point"",""coordinates"":[-111.30075566436196,45.47840256415431]}"
1476,"{""type"":""Point"",""coordinates"":[-107.82776498964097,37.39900351910706]}"
1477,"{""type"":""Point"",""coordinates"":[-109.5329198908249,41.42669939970151]}"
1478,"{""type"":""Point"",""coordinates"":[-113.80727917823351,47.90979111869465]}"
1479,"{""type"":""Point"",""coordinates"":[-105.310840725168,39.31933601574662]}"
1480,"{""type"":""Point"",""coordinates"":[-109.07211606525954,37.24641384719015]}"
1481,"{""type"":""Point"",""coordinates"":[-110.96068385074908,38.53462618600805]}"
1482,"{""type"":""Point"",""coordinates"":[-110.68039581100778,45.287576423161305]}"
1483,"{""type"":""Point"",""coordinates"":[-109.75415625456063,43.08184388578701]}"
1484,"{""type"":""Point"",""coordinates"":[-105.9190542723418,39.037621032477475]}"
1485,"{""type"":""Point"",""coordinates"":[-104.73618989031279,44.621921587061564]}"
1486,"{""type"":""Point"",""coordinates"":[-106.39447360845267,35.88344881911702]}"
1487,"{""type"":""Point"",""coordinates"":[-119.28064867173546,48.94233071257782]}"
1488,"{""type"":""Point"",""coordinates"":[-106.37425600128962,37.401480043257855]}"
1489,"{""type"":""Point"",""coordinates"":[-115.70294360936612,46.321663506051244]}"
1490,"{""type"":""Point"",""coordinates"":[-110.21871596673914,41.78776150182567]}"
1491,"{""type"":""Point"",""coordinates"":[-110.7283288739027,39.750292864388406]}"
1492,"{""type"":""Point"",""coordinates"":[-109.50116839644294,39.36717452411685]}"
1493,"{""type"":""Point"",""coordinates"":[-112.7346651178856,46.15792929130759]}"
1494,"{""type"":""Point"",""coordinates"":[-112.35151285753886,37.02767750226673]}"
1495,"{""type"":""Point"",""coordinates"":[-115.72041090113844,48.5936115457288]}"
1496,"{""type"":""Point"",""coordinates"":[-112.53387204368862,46.7726558029097]}"
1497,"{""type"":""Point"",""coordinates"":[-109.32668119369872,43.42177188849703]}"
1498,"{""type"":""Point"",""coordinates"":[-118.44453012259329,47.951809490878624]}"
1499,"{""type"":""Point"",""coordinates"":[-106.79886626568576,37.79604365903172]}"
1500,"{""type"":""Point"",""coordinates"":[-105.96305461918196,39.34331572983395]}"
1501,"{""type"":""Point"",""coordinates"":[-111.70041999053278,44.545661509866484]}"
1502,"{""type"":""Point"",""coordinates"":[-114.95002554141941,47.19026128810279]}"
1503,"{""type"":""Point"",""coordinates"":[-107.78124988213031,38.16449562675878]}"
1504,"{""type"":""Point"",""coordinates"":[-109.42911974522431,44.18184447334977]}"
1505,"{""type"":""Point"",""coordinates"":[-110.83440246389526,43.015311408695]}"
1506,"{""type"":""Point"",""coordinates"":[-114.40280389613555,44.17460206014542]}"
1507,"{""type"":""Point"",""coordinates"":[-116.6282553966474,46.26565770113678]}"
1508,"{""type"":""Point"",""coordinates"":[-113.4873765745254,43.688812645313355]}"
1509,"{""type"":""Point"",""coordinates"":[-105.02484615663543,38.7331688174409]}"
1510,"{""type"":""Point"",""coordinates"":[-110.69278827578682,38.88861722646547]}"
1511,"{""type"":""Point"",""coordinates"":[-109.92190403749774,38.61360839100874]}"
1512,"{""type"":""Point"",""coordinates"":[-107.68537102304045,44.57442666643009]}"
1513,"{""type"":""Point"",""coordinates"":[-105.60721628294219,35.448331767741045]}"
1514,"{""type"":""Point"",""coordinates"":[-114.48669023937491,48.28288153488358]}"
1515,"{""type"":""Point"",""coordinates"":[-107.86137410123189,44.110799454725836]}"
1516,"{""type"":""Point"",""coordinates"":[-104.05434038702852,44.285021491793884]}"
1517,"{""type"":""Point"",""coordinates"":[-109.51433704774333,43.464555762024176]}"
1518,"{""type"":""Point"",""coordinates"":[-106.75831621120147,38.4854819961664]}"
1519,"{""type"":""Point"",""coordinates"":[-103.9539577729212,43.763369593460716]}"
1520,"{""type"":""Point"",""coordinates"":[-109.44492034582645,43.25159346109635]}"
1521,"{""type"":""Point"",""coordinates"":[-107.03135132296461,44.60218441491261]}"
1522,"{""type"":""Point"",""coordinates"":[-107.60668760295957,38.73226536969085]}"
1523,"{""type"":""Point"",""coordinates"":[-107.03095256562531,39.958491689384005]}"
1524,"{""type"":""Point"",""coordinates"":[-109.5047673334857,37.975145235211265]}"
1525,"{""type"":""Point"",""coordinates"":[-110.023737838018,42.5178870767676]}"
1526,"{""type"":""Point"",""coordinates"":[-108.87765707055836,44.01017377540594]}"
1527,"{""type"":""Point"",""coordinates"":[-113.449464741115,45.149900397510145]}"
1528,"{""type"":""Point"",""coordinates"":[-114.15620561696699,48.398744767716444]}"
1529,"{""type"":""Point"",""coordinates"":[-118.18480246651754,48.38055836898366]}"
1530,"{""type"":""Point"",""coordinates"":[-106.42898212670549,38.05921513323299]}"
1531,"{""type"":""Point"",""coordinates"":[-107.90027494700588,39.04898321500912]}"
1532,"{""type"":""Point"",""coordinates"":[-105.57868842761259,36.51213720983397]}"
1533,"{""type"":""Point"",""coordinates"":[-119.357394654874,48.428799152721645]}"
1534,"{""type"":""Point"",""coordinates"":[-116.19918970907436,47.39899564677614]}"
1535,"{""type"":""Point"",""coordinates"":[-111.0248311495758,46.1935709562117]}"
1536,"{""type"":""Point"",""coordinates"":[-108.46084218805626,40.13053192371848]}"
1537,"{""type"":""Point"",""coordinates"":[-109.65941224985639,42.72342617343176]}"
1538,"{""type"":""Point"",""coordinates"":[-113.81967461877254,47.77935376074666]}"
1539,"{""type"":""Point"",""coordinates"":[-112.52599654552014,37.1481336179413]}"
1540,"{""type"":""Point"",""coordinates"":[-108.72924267110393,38.673142688462185]}"
1541,"{""type"":""Point"",""coordinates"":[-106.42582212715334,41.59726171513984]}"
1542,"{""type"":""Point"",""coordinates"":[-104.94102458260554,37.298089738835394]}"
1543,"{""type"":""Point"",""coordinates"":[-106.79189667461652,36.85563692291324]}"
1544,"{""type"":""Point"",""coordinates"":[-107.8020109557995,38.294077422299424]}"
1545,"{""type"":""Point"",""coordinates"":[-105.27136884388958,41.0023595919971]}"
1546,"{""type"":""Point"",""coordinates"":[-106.60192750748939,38.34914488392516]}"
1547,"{""type"":""Point"",""coordinates"":[-104.3937682754051,37.12384910147022]}"
1548,"{""type"":""Point"",""coordinates"":[-108.43455142985687,39.056479827053955]}"
1549,"{""type"":""Point"",""coordinates"":[-109.35780061165207,43.658527370512]}"
1550,"{""type"":""Point"",""coordinates"":[-106.46228989929386,41.767093591357074]}"
1551,"{""type"":""Point"",""coordinates"":[-115.07416561984907,46.60214825111383]}"
1552,"{""type"":""Point"",""coordinates"":[-118.38352751104114,48.94152932931896]}"
1553,"{""type"":""Point"",""coordinates"":[-107.20125335079702,37.02705480526148]}"
1554,"{""type"":""Point"",""coordinates"":[-112.0017741431399,44.37125564084055]}"
1555,"{""type"":""Point"",""coordinates"":[-104.80210702559921,37.28763872004798]}"
1556,"{""type"":""Point"",""coordinates"":[-108.04357528512433,41.21125942677021]}"
1557,"{""type"":""Point"",""coordinates"":[-105.68208359605154,36.15666966353028]}"
1558,"{""type"":""Point"",""coordinates"":[-112.2104866522759,46.26096627585134]}"
1559,"{""type"":""Point"",""coordinates"":[-110.60023093533208,39.11638884427256]}"
1560,"{""type"":""Point"",""coordinates"":[-110.1581109740044,45.366612107132745]}"
1561,"{""type"":""Point"",""coordinates"":[-114.61493834941837,48.59301254922407]}"
1562,"{""type"":""Point"",""coordinates"":[-106.967437259846,43.252365663389945]}"
1563,"{""type"":""Point"",""coordinates"":[-109.53135507492244,38.28392197857947]}"
1564,"{""type"":""Point"",""coordinates"":[-107.31396311772367,40.46044392514922]}"
1565,"{""type"":""Point"",""coordinates"":[-108.3204026928369,38.341940340348984]}"
1566,"{""type"":""Point"",""coordinates"":[-107.894360031743,44.15895334002413]}"
1567,"{""type"":""Point"",""coordinates"":[-109.086442087445,39.94024263711102]}"
1568,"{""type"":""Point"",""coordinates"":[-109.87585773591346,38.88719651683844]}"
1569,"{""type"":""Point"",""coordinates"":[-110.26889958601879,41.48851330415068]}"
1570,"{""type"":""Point"",""coordinates"":[-103.6245393726343,43.89891586294485]}"
1571,"{""type"":""Point"",""coordinates"":[-113.15033461961369,47.121628219833845]}"
1572,"{""type"":""Point"",""coordinates"":[-105.32856293493613,38.63615947620214]}"
1573,"{""type"":""Point"",""coordinates"":[-111.36278599553525,43.37539797199686]}"
1574,"{""type"":""Point"",""coordinates"":[-108.02756086177133,43.82300650834789]}"
1575,"{""type"":""Point"",""coordinates"":[-105.09848242655673,38.54742295270925]}"
1576,"{""type"":""Point"",""coordinates"":[-114.1043063437245,44.33977249377612]}"
1577,"{""type"":""Point"",""coordinates"":[-103.53443104929418,43.52026661274065]}"
1578,"{""type"":""Point"",""coordinates"":[-110.15414315619945,38.46595691224494]}"
1579,"{""type"":""Point"",""coordinates"":[-114.39955630435949,47.10621673223264]}"
1580,"{""type"":""Point"",""coordinates"":[-109.2269590563651,43.41991268326948]}"
1581,"{""type"":""Point"",""coordinates"":[-114.31782380378863,47.433485708036216]}"
1582,"{""type"":""Point"",""coordinates"":[-111.4706246246192,43.223603020008674]}"
1583,"{""type"":""Point"",""coordinates"":[-107.30774110617592,39.966312327633354]}"
1584,"{""type"":""Point"",""coordinates"":[-116.28785312975018,46.86870258146378]}"
1585,"{""type"":""Point"",""coordinates"":[-113.60015215377042,44.95925568143162]}"
1586,"{""type"":""Point"",""coordinates"":[-110.73033083447022,41.06992011293355]}"
1587,"{""type"":""Point"",""coordinates"":[-110.24332670169002,42.862398523576346]}"
1588,"{""type"":""Point"",""coordinates"":[-108.06966501062983,41.0055613675627]}"
1589,"{""type"":""Point"",""coordinates"":[-111.7634317304249,37.81706309025937]}"
1590,"{""type"":""Point"",""coordinates"":[-109.19436991295166,37.46079260427544]}"
1591,"{""type"":""Point"",""coordinates"":[-106.50427490840283,41.80657394380108]}"
1592,"{""type"":""Point"",""coordinates"":[-108.9495068906543,37.02392913954301]}"
1593,"{""type"":""Point"",""coordinates"":[-113.24135962115069,45.85921426954435]}"
1594,"{""type"":""Point"",""coordinates"":[-110.63082815865387,47.008132116766404]}"
1595,"{""type"":""Point"",""coordinates"":[-109.93716523388066,38.96340220696006]}"
1596,"{""type"":""Point"",""coordinates"":[-114.46627973199944,47.337519393245465]}"
1597,"{""type"":""Point"",""coordinates"":[-109.23591241972039,44.1533529048865]}"
1598,"{""type"":""Point"",""coordinates"":[-113.03919511469492,45.51877057414615]}"
1599,"{""type"":""Point"",""coordinates"":[-107.63407734533908,42.36318076554774]}"
1600,"{""type"":""Point"",""coordinates"":[-113.57065322370397,46.51422294084206]}"
1601,"{""type"":""Point"",""coordinates"":[-105.6976343341439,40.532673130634464]}"
1602,"{""type"":""Point"",""coordinates"":[-107.41050161725062,44.83610399440848]}"
1603,"{""type"":""Point"",""coordinates"":[-112.15572814142065,44.55619491904901]}"
1604,"{""type"":""Point"",""coordinates"":[-107.4936750113131,43.90242934276132]}"
1605,"{""type"":""Point"",""coordinates"":[-114.11780005045135,47.12650227728037]}"
1606,"{""type"":""Point"",""coordinates"":[-112.2277885331557,37.10184771832324]}"
1607,"{""type"":""Point"",""coordinates"":[-113.28798506789998,44.9937128393243]}"
1608,"{""type"":""Point"",""coordinates"":[-113.67801526185009,44.16789893121958]}"
1609,"{""type"":""Point"",""coordinates"":[-106.15519256011132,38.34841818103732]}"
1610,"{""type"":""Point"",""coordinates"":[-112.87357699565767,43.89467693752832]}"
1611,"{""type"":""Point"",""coordinates"":[-109.93215317217035,44.0223353297949]}"
1612,"{""type"":""Point"",""coordinates"":[-106.04344854327856,39.31484661195888]}"
1613,"{""type"":""Point"",""coordinates"":[-115.65030481068248,48.19519834533272]}"
1614,"{""type"":""Point"",""coordinates"":[-107.49684261630193,39.40825351894523]}"
1615,"{""type"":""Point"",""coordinates"":[-118.10104766361437,48.446473727117976]}"
1616,"{""type"":""Point"",""coordinates"":[-108.70434718136221,41.374579889819756]}"
1617,"{""type"":""Point"",""coordinates"":[-105.83891821229237,39.1015304270582]}"
1618,"{""type"":""Point"",""coordinates"":[-114.83123238998574,47.7749843272643]}"
1619,"{""type"":""Point"",""coordinates"":[-106.2477785420951,35.8199611594822]}"
1620,"{""type"":""Point"",""coordinates"":[-117.1407104849552,48.85490903125308]}"
1621,"{""type"":""Point"",""coordinates"":[-112.79006256735609,44.31599768877097]}"
1622,"{""type"":""Point"",""coordinates"":[-109.58559866151228,39.34793081197583]}"
